No_;Tienda;Document No_;Item No_;Nombre Item;Descripción Item Ajuste;Posting Date;Cantidad;Importe Costo;Tipo;Observacion;Creado Por;SEMANA;DIVISION;TIPO DE AJUSTE;AÑO;AJUSTES;Departamento
CDI01;MEGABODEGA AEC;PDANA-004439;C036423;SET ACCESORIOS P/IPHONE 6PZS;SET ACCESORIOS P/IPHONE 6PZSdañado dev choluteca caja 1 Aylin P;18/4/2026 00:00;-1;-357.8;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (CHOLUTECA CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;16;TECNOLOGIA;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004439;C036901;SET JARRA+VASOS PLASTICOS ;SET JARRA+VASOS PLASTICOS dañado dev choluteca caja 1 Aylin P;18/4/2026 00:00;-1;-63.62;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (CHOLUTECA CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;16;HOGAR;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004439;C044650;RIMEL;RIMELdañado dev choluteca caja 1 Aylin P;18/4/2026 00:00;-1;-7.87;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (CHOLUTECA CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;16;BELLEZA;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004439;C051924;LIPSTICK;LIPSTICKdañado dev choluteca caja 1 Aylin P;18/4/2026 00:00;-1;-5.77;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (CHOLUTECA CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;16;BELLEZA;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004437;C170217;PAR GANCHOS P/NIÑA PINZA;PAR GANCHOS P/NIÑA PINZAregalia dañado dev comayagua caja 1 Aylin P;18/4/2026 00:00;-2;-7.35;NEG;AJUSTE DE SALIDA DE MERCADERIA POR REGALIA DAÑADA DEVOLUCIONES DE TIENDAS (COMAYAGUA CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;16;ACCESORIOS;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004437;C181777;BRASSIER P/DAMA COPA A;BRASSIER P/DAMA COPA Aregalia dañado dev comayagua caja 1 Aylin P;18/4/2026 00:00;-1;-33.83;NEG;AJUSTE DE SALIDA DE MERCADERIA POR REGALIA DAÑADA DEVOLUCIONES DE TIENDAS (COMAYAGUA CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;16;INTERIOR DETALLE;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004437;C183763;BOLIGRAFO AZUL;BOLIGRAFO AZULregalia dañado dev comayagua caja 1 Aylin P;18/4/2026 00:00;-2;-13.49;NEG;AJUSTE DE SALIDA DE MERCADERIA POR REGALIA DAÑADA DEVOLUCIONES DE TIENDAS (COMAYAGUA CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;16;ESCOLAR;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004437;C183764;BOLIGRAFO AZUL+ACCESORIO;BOLIGRAFO AZUL+ACCESORIOregalia dañado dev comayagua caja 1 Aylin P;18/4/2026 00:00;-1;-9.63;NEG;AJUSTE DE SALIDA DE MERCADERIA POR REGALIA DAÑADA DEVOLUCIONES DE TIENDAS (COMAYAGUA CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;16;ESCOLAR;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004437;C183765;BOLIGRAFO NEGRO;BOLIGRAFO NEGROregalia dañado dev comayagua caja 1 Aylin P;18/4/2026 00:00;-1;-6.74;NEG;AJUSTE DE SALIDA DE MERCADERIA POR REGALIA DAÑADA DEVOLUCIONES DE TIENDAS (COMAYAGUA CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;16;ESCOLAR;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004437;C184477;BOXER P/DAMA BLONDA ECONOMICO ;BOXER P/DAMA BLONDA ECONOMICO regalia dañado dev comayagua caja 1 Aylin P;18/4/2026 00:00;-1;-11.2;NEG;AJUSTE DE SALIDA DE MERCADERIA POR REGALIA DAÑADA DEVOLUCIONES DE TIENDAS (COMAYAGUA CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;16;INTERIOR DETALLE;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004437;C184542;BOLIGRAFO+ACCESORIO;BOLIGRAFO+ACCESORIOregalia dañado dev comayagua caja 1 Aylin P;18/4/2026 00:00;-3;-28.91;NEG;AJUSTE DE SALIDA DE MERCADERIA POR REGALIA DAÑADA DEVOLUCIONES DE TIENDAS (COMAYAGUA CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;16;ESCOLAR;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004437;C184634;BOLIGRAFO NEGRO;BOLIGRAFO NEGROregalia dañado dev comayagua caja 1 Aylin P;18/4/2026 00:00;-1;-6.73;NEG;AJUSTE DE SALIDA DE MERCADERIA POR REGALIA DAÑADA DEVOLUCIONES DE TIENDAS (COMAYAGUA CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;16;ESCOLAR;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004437;C184637;BOLIGRAFO AZUL;BOLIGRAFO AZULregalia dañado dev comayagua caja 1 Aylin P;18/4/2026 00:00;-2;-26.9;NEG;AJUSTE DE SALIDA DE MERCADERIA POR REGALIA DAÑADA DEVOLUCIONES DE TIENDAS (COMAYAGUA CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;16;ESCOLAR;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004437;C184945;BOLIGRAFO MULTICOLOR;BOLIGRAFO MULTICOLORregalia dañado dev comayagua caja 1 Aylin P;18/4/2026 00:00;-1;-6.28;NEG;AJUSTE DE SALIDA DE MERCADERIA POR REGALIA DAÑADA DEVOLUCIONES DE TIENDAS (COMAYAGUA CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;16;ESCOLAR;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004437;C184970;BOLIGRAFO;BOLIGRAFOregalia dañado dev comayagua caja 1 Aylin P;18/4/2026 00:00;-1;-8.79;NEG;AJUSTE DE SALIDA DE MERCADERIA POR REGALIA DAÑADA DEVOLUCIONES DE TIENDAS (COMAYAGUA CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;16;ESCOLAR;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004437;C184974;PORTAMINA;PORTAMINAregalia dañado dev comayagua caja 1 Aylin P;18/4/2026 00:00;-1;-2.26;NEG;AJUSTE DE SALIDA DE MERCADERIA POR REGALIA DAÑADA DEVOLUCIONES DE TIENDAS (COMAYAGUA CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;16;ESCOLAR;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004439;C056868;RIMEL ;RIMEL dañado dev choluteca caja 1 Aylin P;18/4/2026 00:00;-4;-173.92;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (CHOLUTECA CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;16;BELLEZA;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004439;C056869;RIMEL;RIMELdañado dev choluteca caja 1 Aylin P;18/4/2026 00:00;-6;-208.68;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (CHOLUTECA CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;16;BELLEZA;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004439;C057894;RIMEL;RIMELdañado dev choluteca caja 1 Aylin P;18/4/2026 00:00;-1;-8.06;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (CHOLUTECA CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;16;BELLEZA;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004439;C057899;RIMEL;RIMELdañado dev choluteca caja 1 Aylin P;18/4/2026 00:00;-1;-6.9;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (CHOLUTECA CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;16;BELLEZA;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004439;C062959;LIPSTICK;LIPSTICKdañado dev choluteca caja 1 Aylin P;18/4/2026 00:00;-1;-7.41;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (CHOLUTECA CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;16;BELLEZA;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004439;C069717;DELINEADOR P/OJOS;DELINEADOR P/OJOSdañado dev choluteca caja 1 Aylin P;18/4/2026 00:00;-5;-31.68;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (CHOLUTECA CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;16;BELLEZA;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004439;C069734;LIPSTICK MATTE;LIPSTICK MATTEdañado dev choluteca caja 1 Aylin P;18/4/2026 00:00;-1;-5.43;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (CHOLUTECA CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;16;BELLEZA;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004439;C069735;LIPSTICK MATTE;LIPSTICK MATTEdañado dev choluteca caja 1 Aylin P;18/4/2026 00:00;-1;-5.2;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (CHOLUTECA CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;16;BELLEZA;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004439;C069834;BRILLO LABIAL;BRILLO LABIALdañado dev choluteca caja 1 Aylin P;18/4/2026 00:00;-1;-7.02;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (CHOLUTECA CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;16;BELLEZA;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004439;C070600;CREMA FACIAL DEAR SHE EXTRACTO AGUACATE;CREMA FACIAL DEAR SHE EXTRACTO AGUACATEdañado dev choluteca caja 1 Aylin P;18/4/2026 00:00;-1;-16.06;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (CHOLUTECA CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;16;CUIDADO PERSONAL;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004439;C074571;BASE LIQUIDA;BASE LIQUIDAdañado dev choluteca caja 1 Aylin P;18/4/2026 00:00;-3;-72.17;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (CHOLUTECA CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;16;BELLEZA;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004439;C091443;PLANTA ARTIFICIAL DECORATIVA D/COLGAR;PLANTA ARTIFICIAL DECORATIVA D/COLGARdañado dev choluteca caja 1 Aylin P;18/4/2026 00:00;-1;-46.91;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (CHOLUTECA CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;16;HOGAR;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004455;C142968;BLUSA P/DAMA S/M D/VESTIR;BLUSA P/DAMA S/M D/VESTIRregalia daañado danli #2 caja 1 Aylin P;23/4/2026 00:00;-1;-80.25;NEG;AJUSTE DE SALIDA DE MERCADERIA POR REGALIA DAÑADA DEVOLUCIONES DE TIENDAS (DANLI #2 CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;17;ROPA;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004455;C156325;BRASSIER P/DAMA COPA B;BRASSIER P/DAMA COPA Bregalia daañado danli #2 caja 1 Aylin P;23/4/2026 00:00;-1;-37.03;NEG;AJUSTE DE SALIDA DE MERCADERIA POR REGALIA DAÑADA DEVOLUCIONES DE TIENDAS (DANLI #2 CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;17;INTERIOR DETALLE;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004455;C159822;BRASSIER P/DAMA COPA B;BRASSIER P/DAMA COPA B regalia daañado danli #2 caja 1 Aylin P;23/4/2026 00:00;-1;-31.06;NEG;AJUSTE DE SALIDA DE MERCADERIA POR REGALIA DAÑADA DEVOLUCIONES DE TIENDAS (DANLI #2 CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;17;INTERIOR DETALLE;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004456;C052316;MOCHILA P/NIÑA MODA;MOCHILA P/NIÑA MODAregalia dañado dev may megacarpa caja 1 Aylin P;23/4/2026 00:00;-1;-56.49;NEG;AJUSTE DE SALIDA DE MERCADERIA POR REGALIA DAÑADA DEVOLUCIONES DE TIENDAS (MAYOREO MEGACARPA CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;17;ACCESORIOS;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004456;C062925;BRASSIER P/DAMA COPA B;BRASSIER P/DAMA COPA Bregalia dañado dev may megacarpa caja 1 Aylin P;23/4/2026 00:00;-1;-29.96;NEG;AJUSTE DE SALIDA DE MERCADERIA POR REGALIA DAÑADA DEVOLUCIONES DE TIENDAS (MAYOREO MEGACARPA CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;17;INTERIOR DETALLE;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004456;C069415;SABANA PELUCHE 1100G;SABANA PELUCHE 1100Gregalia dañado dev may megacarpa caja 1 Aylin P;23/4/2026 00:00;-1;-85.7;NEG;AJUSTE DE SALIDA DE MERCADERIA POR REGALIA DAÑADA DEVOLUCIONES DE TIENDAS (MAYOREO MEGACARPA CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;17;HOGAR;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004456;C112099;CAMISETA P/HOMBRE C/R M/C SILVESTRE;CAMISETA P/HOMBRE C/R M/C SILVESTREregalia dañado dev may megacarpa caja 1 Aylin P;23/4/2026 00:00;-1;-134.11;NEG;AJUSTE DE SALIDA DE MERCADERIA POR REGALIA DAÑADA DEVOLUCIONES DE TIENDAS (MAYOREO MEGACARPA CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;17;ROPA;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004456;C140239;CAMISETA P/HOMBRE C/R M/C;CAMISETA P/HOMBRE C/R M/Cregalia dañado dev may megacarpa caja 1 Aylin P;23/4/2026 00:00;-1;-50.17;NEG;AJUSTE DE SALIDA DE MERCADERIA POR REGALIA DAÑADA DEVOLUCIONES DE TIENDAS (MAYOREO MEGACARPA CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;17;ROPA;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004456;C147521;CAMISETA P/HOMBRE T/POLO M/C;CAMISETA P/HOMBRE T/POLO M/Cregalia dañado dev may megacarpa caja 1 Aylin P;23/4/2026 00:00;-1;-104.41;NEG;AJUSTE DE SALIDA DE MERCADERIA POR REGALIA DAÑADA DEVOLUCIONES DE TIENDAS (MAYOREO MEGACARPA CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;17;ROPA;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004457;C150159;CALZONETA P/HOMBRE DEPORTIVA SURTIDA DS;CALZONETA P/HOMBRE DEPORTIVA SURTIDA DSdañado dev olanchito caja 1 Aylin P;23/4/2026 00:00;-1;-41.08;NEG;AJUSTE DE SALIDA DE MERCADERIA POR REGALIA DAÑADA DEVOLUCIONES DE TIENDAS (OLANCHITO CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;17;ROPA;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004457;C185380;CACHETERO P/DAMA ALGODÓN ;CACHETERO P/DAMA ALGODÓN dañado dev olanchito caja 1 Aylin P;23/4/2026 00:00;-4;-79.51;NEG;AJUSTE DE SALIDA DE MERCADERIA POR REGALIA DAÑADA DEVOLUCIONES DE TIENDAS (OLANCHITO CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;17;INTERIOR DETALLE;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004439;C095502;SOMBRAS P/OJOS+RUBOR;SOMBRAS P/OJOS+RUBORdañado dev choluteca caja 1 Aylin P;18/4/2026 00:00;-1;-25.7;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (CHOLUTECA CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;16;BELLEZA;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004439;C096581;GEL BRILLANTE P/CABELLO;GEL BRILLANTE P/CABELLOdañado dev choluteca caja 1 Aylin P;18/4/2026 00:00;-1;-5.68;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (CHOLUTECA CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;16;BELLEZA;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004439;C132560;COLONIA P/BEBE JOHNSONS 100ML HEAVEN;COLONIA P/BEBE JOHNSONS 100ML HEAVENdañado dev choluteca caja 1 Aylin P;18/4/2026 00:00;-6;-393.99;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (CHOLUTECA CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;16;CUIDADO PERSONAL;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004439;C136995;AURICULARES INALAMBRICOS;AURICULARES INALAMBRICOSdañado dev choluteca caja 1 Aylin P;18/4/2026 00:00;-1;-188.25;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (CHOLUTECA CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;16;TECNOLOGIA;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004439;C137705;ILUMINADOR OUTDOOH GIRL;ILUMINADOR OUTDOOH GIRLdañado dev choluteca caja 1 Aylin P;18/4/2026 00:00;-1;-38.46;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (CHOLUTECA CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;16;BELLEZA;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004439;C156042;AURICULARES INALAMBRICOS;AURICULARES INALAMBRICOSdañado dev choluteca caja 1 Aylin P;18/4/2026 00:00;-1;-113.96;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (CHOLUTECA CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;16;TECNOLOGIA;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004439;C158155;LIPSTICK;LIPSTICKdañado dev choluteca caja 1 Aylin P;18/4/2026 00:00;-1;-8.39;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (CHOLUTECA CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;16;BELLEZA;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004439;C158670;POLVOS COMPACTO;POLVOS COMPACTOdañado dev choluteca caja 1 Aylin P;18/4/2026 00:00;-1;-8.3;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (CHOLUTECA CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;16;BELLEZA;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004439;C159833;PLATO SOPERO D/VIDRIO #8;PLATO SOPERO D/VIDRIO #8dañado dev choluteca caja 1 Aylin P;18/4/2026 00:00;-1;-8.94;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (CHOLUTECA CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;16;HOGAR;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004439;C160121;BOLSA D/REGALO CUMPLEAÑOS T-M;BOLSA D/REGALO CUMPLEAÑOS T-Mdañado dev choluteca caja 1 Aylin P;18/4/2026 00:00;-1;-6.85;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (CHOLUTECA CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;16;CELEBRACIONES;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004439;C172812;BOLSA D/REGALO P/NIÑO T-S;BOLSA D/REGALO P/NIÑO T-dañado dev choluteca caja 1 Aylin P;18/4/2026 00:00;-2;-6.28;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (CHOLUTECA CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;16;CELEBRACIONES;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004439;C175932;"PAN 
ARTIFICIAL DECORATIVO D/MESA";"PAN 
ARTIFICIAL DECORATIVO D/MESAdañado dev choluteca caja 1 Aylin P";18/4/2026 00:00;-1;-16.23;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (CHOLUTECA CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;16;HOGAR;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004457;C193389;SH PANTALON P/DAMA CUERO ;SH PANTALON P/DAMA CUERO dañado dev olanchito caja 1 Aylin P;23/4/2026 00:00;-1;-32.91;NEG;AJUSTE DE SALIDA DE MERCADERIA POR REGALIA DAÑADA DEVOLUCIONES DE TIENDAS (OLANCHITO CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;17;ROPA;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004457;C193939;BRASSIER P/DAMA COPA C;BRASSIER P/DAMA COPA Cdañado dev olanchito caja 1 Aylin P;23/4/2026 00:00;-1;-43.87;NEG;AJUSTE DE SALIDA DE MERCADERIA POR REGALIA DAÑADA DEVOLUCIONES DE TIENDAS (OLANCHITO CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;17;INTERIOR DETALLE;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004458;465530;HIDRATANTE FACIAL 180ML AGUACATE;HIDRATANTE FACIAL 180ML AGUACATEdañado dev olanchito caja 1 Aylin P;23/4/2026 00:00;-3;-87.61;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (OLANCHITO CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;17;BELLEZA;DAÑADO;2026;0;DEVOLUCIONES
CDI01;MEGABODEGA AEC;PDANA-004458;C001985;RIMEL ;RIMEL dañado dev olanchito caja 1 Aylin P;23/4/2026 00:00;-3;-39.49;NEG;AJUSTE DE SALIDA DE MERCADERIA POR DAÑADO DEVOLUCIONES DE TIENDAS (OLANCHITO CAJA #1) (DEPTO. DEVOLUCIONES);AECDOMINIO\AUXILIAR1.INVENTARIO;17;BELLEZA;DAÑADO;2026;0;DEVOLUCIONES
